hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
12, 0.00000, 245.673, -29.6548, 247.229, -149.473, 245.03, 90.4856, 6.5719, -29.4172, 8.98801E-012, -154.529, 4.54747E-013, 0
12, 300.00000, 242.332, -29.7763, 244.142, -149.761, 242.965, 90.3433, 3.97079, -29.3773, 7.55061E-012, -154.11, 7.29015E-012, 93.5763
12, 600.00000, 246.481, -29.6639, 248.442, -149.386, 245.296, 90.5643, 7.32501, -29.451, 1.331E-011, -33.724, 4.54747E-013, 0
12, 900.00000, 249.462, -29.6072, 250.733, -149.122, 246.497, 90.6427, 8.90923, -29.049, 5.62843E-012, -55.9087, 7.29015E-012, 86.4237
12, 1200.00000, 243.409, -29.8003, 244.722, -149.655, 242.9, 90.3452, 3.66898, -26.9723, 6.36267E-012, 168.665, 7.29015E-012, 86.4237
12, 1500.00000, 243.583, -29.6923, 244.081, -149.659, 243.476, 90.2979, 3.36305, -24.3533, 1.45806E-011, -144.761, 1.4559E-011, 88.2101
12, 1800.00000, 241.353, -29.6933, 243.704, -149.884, 243.647, 90.3864, 2.59375, -21.9592, 6.26104E-012, -119.358, 7.27596E-012, -90
12, 2100.00000, 243.289, -29.6268, 245.333, -149.726, 244.776, 90.4483, 4.18326, -25.721, 2.32225E-012, -111.541, 1.4559E-011, 88.2101
12, 2400.00000, 245.168, -29.6284, 247.852, -149.532, 245.555, 90.5966, 6.23162, -27.8688, 6.85454E-012, 167.548, 0, 0
12, 2700.00000, 252.11, -29.5399, 252.497, -148.875, 247.494, 90.6831, 10.3192, -28.8601, 3.47455E-012, 166.759, 7.33258E-012, 97.125
12, 3000.00000, 250.839, -29.6391, 251.079, -148.968, 246.125, 90.5935, 9.45814, -29.4771, 1.14649E-011, -149.621, 7.29015E-012, -86.4237
12, 3300.00000, 242.054, -29.8457, 244.888, -149.78, 242.808, 90.4327, 4.01524, -29.4509, 8.68166E-012, -170.198, 1.4559E-011, 88.2101
13, 0.00000, 240.888, -29.8716, 243.496, -149.887, 242.13, 90.3543, 3.01478, -29.3433, 9.84659E-012, -159.734, 7.29015E-012, 93.5763
13, 300.00000, 246.6, -29.7257, 247.626, -149.367, 244.45, 90.4694, 6.62662, -29.4906, 1.72438E-012, -98.5308, 4.54747E-013, 180
13, 600.00000, 254.374, -29.5573, 253.798, -148.649, 247.644, 90.6802, 11.6558, -29.4278, 2.00695E-011, -176.753, 7.29015E-012, 93.5763
13, 900.00000, 253.197, -29.6019, 253.372, -148.746, 247.162, 90.7, 11.1374, -29.4658, 5.87898E-012, -62.8156, 7.29015E-012, -93.5763
13, 1200.00000, 252.426, -29.753, 253.132, -148.739, 245.545, 90.707, 10.5379, -29.6083, 6.66344E-012, 139.584, 7.27596E-012, 90
13, 1500.00000, 252.35, -29.7711, 253.61, -148.751, 245.671, 90.754, 10.6073, -29.6276, 6.33192E-012, 59.5214, 4.54747E-013, 0
13, 1800.00000, 252.059, -29.8112, 253.363, -148.758, 245.185, 90.7416, 10.3553, -29.6628, 6.57164E-012, -110.904, 0, 0
13, 2100.00000, 254.453, -29.8962, 254.343, -148.459, 244.322, 90.6993, 11.1427, -29.7599, 9.73062E-012, 115.891, 7.29015E-012, -86.4237
13, 2400.00000, 253.787, -29.7256, 253.67, -148.63, 246.009, 90.6791, 10.6782, -29.2448, 8.75061E-012, 42.499, 7.33258E-012, 97.125
13, 2700.00000, 252.93, -29.6966, 252.515, -148.738, 245.983, 90.6062, 9.4769, -28.5755, 5.88297E-012, -132.749, 7.33258E-012, 97.125
13, 3000.00000, 249.415, -29.7856, 249.705, -149.057, 244.402, 90.5045, 7.11802, -28.2718, 4.77436E-012, -120.993, 9.09495E-013, 180
13, 3300.00000, 252.206, -29.6194, 252.451, -148.856, 246.886, 90.6476, 9.48133, -28.4955, 4.96364E-012, 13.2405, 7.33258E-012, 97.125
14, 0.00000, 252.296, -29.6448, 252.567, -148.834, 246.666, 90.6512, 9.47512, -28.5199, 1.04914E-011, 7.47156, 0, 0
14, 300.00000, 252.364, -29.6293, 251.403, -148.822, 246.205, 90.5359, 9.86463, -29.4752, 7.12871E-012, 143.838, 7.33258E-012, -97.125
14, 600.00000, 252.827, -29.6874, 251.934, -148.752, 245.797, 90.557, 9.97691, -29.5349, 4.6964E-012, -50.7716, 1.36424E-012, 0
14, 900.00000, 250.522, -29.6082, 247.109, -148.991, 244.586, 90.2175, 7.11582, -28.4324, 4.51326E-012, -25.3548, 0, 0
14, 1200.00000, 248.736, -29.6207, 244.613, -149.162, 243.593, 90.0679, 5.44606, -27.7567, 1.11121E-011, -156.484, 7.33258E-012, -82.875
14, 1500.00000, 251.325, -29.4789, 249.951, -148.966, 246.992, 90.4803, 8.99272, -28.3617, 4.58799E-012, -104.897, 9.09495E-013, 0
14, 1800.00000, 251.207, -29.5527, 251.074, -148.966, 246.915, 90.5837, 9.0998, -28.448, 1.1523E-011, -162.191, 7.29015E-012, 86.4237
14, 2100.00000, 250.044, -29.7692, 250.629, -148.97, 244.625, 90.5849, 8.69363, -29.3952, 9.29633E-012, -156.962, 9.09495E-013, 0
14, 2400.00000, 250.732, -29.6079, 252.309, -149.004, 247.071, 90.7273, 10.0856, -29.4562, 5.83497E-012, -132.236, 4.54747E-013, 180
14, 2700.00000, 249.616, -29.7324, 249.079, -149.076, 244.692, 90.4344, 7.6786, -29.532, 8.10065E-012, -48.0576, 7.33258E-012, 97.125
14, 3000.00000, 248.095, -29.8251, 248.682, -149.149, 243.53, 90.4836, 7.30075, -29.613, 7.84027E-012, -150.461, 4.54747E-013, 0
14, 3300.00000, 246.271, -29.9552, 248.675, -149.269, 242.475, 90.5709, 6.6105, -29.7193, 1.02911E-011, 18.6851, 4.54747E-013, 180
15, 0.00000, 248.078, -29.871, 250.132, -149.112, 243.599, 90.6332, 8.04846, -29.6787, 1.24101E-011, 137.32, 0, 0
15, 300.00000, 249.266, -29.8898, 249.156, -148.984, 242.798, 90.4603, 7.67431, -29.6891, 6.78708E-013, 19.5731, 7.33258E-012, -97.125
15, 600.00000, 242.776, -29.9385, 242.765, -149.637, 240.643, 90.1664, 2.20501, -24.9117, 3.10981E-012, -108.104, 7.33258E-012, -97.125
15, 900.00000, 241.562, -29.8633, 241.893, -149.814, 241.342, 90.1533, 1.63039, -23.0243, 1.57195E-011, -167.044, 7.29015E-012, 86.4237
15, 1200.00000, 241.496, -29.9602, 242.449, -149.776, 240.659, 90.1991, 0.855549, -5.88877, 1.04527E-011, -161.614, 7.29015E-012, -86.4237
15, 1500.00000, 242.278, -29.8949, 243.039, -149.736, 241.489, 90.2197, 1.38988, -15.4031, 7.08586E-012, -148.031, 1.45519E-011, 90
15, 1800.00000, 246.292, -29.8119, 245.411, -149.365, 242.699, 90.2461, 4.07142, -26.3731, 5.45963E-012, 165.53, 0, 0
15, 2100.00000, 249.826, -29.9007, 249.839, -148.943, 243.056, 90.4896, 7.10986, -28.4785, 7.04858E-012, 180, 4.54747E-013, 0
15, 2400.00000, 247.069, -29.9363, 247.959, -149.217, 242.374, 90.4472, 6.23812, -29.6873, 7.37482E-012, 169.34, 7.33258E-012, 82.875
15, 2700.00000, 244.307, -29.9953, 246.082, -149.465, 241.367, 90.4055, 4.66979, -29.6588, 7.38332E-012, -177.352, 7.27596E-012, -90
15, 3000.00000, 243.431, -29.9141, 244.736, -149.577, 241.622, 90.3353, 4.24322, -29.5425, 9.39509E-012, 163.84, 0, 0
15, 3300.00000, 244.378, -29.7838, 245.705, -149.544, 243.248, 90.3962, 5.26488, -29.4855, 1.29143E-011, -153.886, 7.29015E-012, -93.5763
16, 0.00000, 248.676, -29.6252, 248.482, -149.182, 245.383, 90.4571, 7.95137, -29.431, 1.45529E-011, 172.368, 7.29015E-012, -86.4237
16, 300.00000, 247.263, -29.6629, 248.336, -149.312, 245.175, 90.5176, 7.48524, -29.4555, 4.30249E-012, 43.394, 7.33258E-012, 97.125
16, 600.00000, 243.961, -29.7477, 244.701, -149.588, 243.1, 90.334, 5.02502, -29.4346, 3.31756E-012, -170.134, 0, 0
16, 900.00000, 244.038, -29.8312, 243.768, -149.513, 241.61, 90.2322, 4.55401, -29.4833, 4.4086E-012, 161.974, 2.27374E-012, 180
16, 1200.00000, 244.265, -29.836, 244.781, -149.503, 242.084, 90.3134, 4.40771, -28.0619, 6.25279E-012, -89.8698, 0, 0
16, 1500.00000, 245.561, -29.7987, 245.961, -149.39, 242.799, 90.3585, 3.2043, -19.6077, 4.85571E-012, -62.835, 0, 0
16, 1800.00000, 245.04, -29.7764, 246.037, -149.42, 242.922, 90.3954, 4.75762, 124.001, 2.82907E-012, 112.443, 7.29015E-012, -93.5763
16, 2100.00000, 240.799, -29.781, 242.789, -149.844, 242.104, 90.3132, 5.97321, 131.511, 3.67344E-012, 3.54868, 7.27596E-012, 90
16, 2400.00000, 244.2, -29.6841, 244.058, -149.555, 243.214, 90.2574, 4.16101, 124.255, 5.61751E-012, 161.107, 4.54747E-013, 0
16, 2700.00000, 241.23, -29.6575, 240.083, -149.879, 242.251, 90.0304, 6.11112, 133.628, 5.02158E-012, -2.5952, 4.54747E-013, 0
16, 3000.00000, 243.101, -29.6948, 240.456, -149.677, 241.75, 89.9658, 1.70496, -18.5531, 6.28223E-012, -178.963, 7.29015E-012, -93.5763
16, 3300.00000, 238.902, -29.8657, 243.326, -150.012, 241.887, 90.4554, 3.10072, 126.646, 6.93024E-012, -131.009, 1.45803E-011, 86.4237
17, 0.00000, 237.059, -29.9108, 243.759, -150.165, 241.849, 90.5942, 3.14375, 127.766, 7.63735E-012, -45.6031, 7.29015E-012, 86.4237
17, 300.00000, 234.011, -29.8819, 243.514, -150.484, 242.538, 90.7472, 3.72375, 131.162, 8.67645E-012, -48.3197, 7.27596E-012, 90
17, 600.00000, 235.621, -29.9542, 242.552, -150.308, 241.254, 90.5402, 4.26449, 133.683, 1.77243E-012, 105.819, 7.29015E-012, 86.4237
17, 900.00000, 236.771, -29.9838, 241.266, -150.176, 240.156, 90.3459, 3.81788, 134.432, 5.80276E-012, -29.3272, 7.27596E-012, -90
17, 1200.00000, 234.761, -29.7918, 240.1, -150.465, 241.871, 90.3812, 3.55185, 135.084, 1.79092E-011, -177.453, 0, 0
17, 1500.00000, 236.261, -29.8874, 239.647, -150.26, 240.346, 90.2465, 0.681428, 120.73, 1.53889E-011, -156.489, 7.27596E-012, 90
17, 1800.00000, 235.835, -29.8647, 239.949, -150.33, 240.965, 90.2989, 0.656079, 119.439, 9.67325E-012, -175.956, 7.27596E-012, -90
17, 2100.00000, 236.752, -29.7532, 238.618, -150.267, 241.13, 90.1397, 0.563374, 113.929, 3.98887E-012, -124.256, 4.54747E-013, 0
17, 2400.00000, 233.879, -29.7788, 240.151, -150.526, 241.96, 90.4491, 0.440873, -2.16074, 6.79659E-012, -1.91713, 0, 0
17, 2700.00000, 235.111, -29.7562, 240.01, -150.416, 241.918, 90.3686, 1.15586, -25.2563, 1.43309E-011, -169.024, 4.54747E-013, 0
17, 3000.00000, 235.338, -29.8451, 240.878, -150.341, 241.287, 90.4282, 0.835159, -15.7459, 1.94498E-011, -161.247, 4.54747E-013, 180
17, 3300.00000, 238.676, -29.5315, 236.952, -150.125, 242.001, 89.9101, 1.0049, -19.5367, 6.8172E-012, -161.527, 7.29015E-012, 86.4237
18, 0.00000, 240.242, -29.8352, 240.137, -149.943, 240.925, 90.0635, 0.620068, -6.48095, 5.38252E-012, 176.367, 7.27596E-012, -90
18, 300.00000, 241.051, -29.6148, 238.649, -149.929, 242.108, 89.915, 0.624369, 4.78993, 5.59843E-012, -102.907, 7.27596E-012, 90
18, 600.00000, 242.225, -29.6664, 238.507, -149.765, 241.168, 89.8323, 1.19559, -17.1942, 1.119E-011, -140.204, 7.33258E-012, -82.875
18, 900.00000, 244.277, -29.5277, 239.852, -149.589, 242.634, 89.8817, 2.74213, -23.217, 1.40284E-011, -134.507, 7.33258E-012, -97.125
18, 1200.00000, 243.613, -29.4988, 238.783, -149.679, 242.6, 89.8151, 1.65739, -15.4884, 6.62811E-012, -61.017, 1.45519E-011, -90
18, 1500.00000, 240.436, -29.6081, 237.219, -149.963, 241.376, 89.8248, 0.376948, 62.6074, 2.20561E-012, -31.0271, 1.45519E-011, 90
18, 1800.00000, 240.338, -29.7053, 237.305, -149.896, 240.231, 89.8272, 1.27267, 123.058, 2.31877E-012, -168.69, 7.29015E-012, 86.4237
18, 2100.00000, 237.688, -29.7039, 236.767, -150.166, 240.432, 89.9322, 3.30925, 135.158, 2.12906E-011, 175.713, 7.33258E-012, 97.125
18, 2400.00000, 237.879, -30.0791, 239.309, -149.999, 237.985, 90.1039, 1.02818, 129.513, 9.0109E-012, 160.851, 1.36424E-012, 0
18, 2700.00000, 236.733, -30.0379, 239.459, -150.119, 238.602, 90.1791, 6.88968, 137.293, 4.12272E-012, -146.529, 7.29015E-012, 93.5763
18, 3000.00000, 238.973, -30.0012, 239.1, -149.957, 238.737, 90.0196, 0.685873, 124.585, 2.58219E-012, -145.085, 7.27596E-012, 90
18, 3300.00000, 238.234, -30.0864, 239.799, -149.992, 238.301, 90.1188, 0.304475, 108.565, 1.12358E-011, 177.68, 7.29015E-012, -86.4237
19, 0.00000, 236.938, -30.0747, 240.243, -150.118, 238.786, 90.2348, 0.325263, 111.476, 9.37779E-012, -164.532, 9.09495E-013, 180
19, 300.00000, 237.098, -30.0789, 240.629, -150.107, 238.961, 90.2593, 0.243847, 93.9351, 1.16028E-011, -168.126, 7.27596E-012, -90
19, 600.00000, 236.014, -29.9387, 240.086, -150.285, 240.345, 90.2801, 2.87211, 135.624, 5.41627E-012, -160.377, 4.54747E-013, 180
19, 900.00000, 234.341, -29.8776, 239.203, -150.46, 240.691, 90.3132, 4.83495, 137.388, 7.61608E-012, -174.002, 7.29015E-012, -93.5763
19, 1200.00000, 233.835, -29.9823, 240.186, -150.478, 240.289, 90.417, 4.75779, 137.558, 7.27951E-013, -38.6598, 7.29015E-012, 86.4237
19, 1500.00000, 236.902, -29.9359, 237.997, -150.157, 239.001, 90.04, 4.67916, 137.688, 1.33393E-011, 3.42023, 7.33258E-012, -97.125
19, 1800.00000, 237.266, -29.6822, 235.944, -150.236, 240.523, 89.8574, 5.2552, 138.122, 5.76477E-012, -167.471, 7.27596E-012, 90
19, 2100.00000, 239.622, -29.7193, 233.818, -149.921, 238.359, 89.5292, 5.82082, 138.282, 7.81066E-012, 20.4462, 0, 0
19, 2400.00000, 237.369, -30.1173, 238.158, -150.001, 236.967, 90.0111, 3.38576, 137.754, 1.55375E-011, -166.027, 4.54747E-013, 180
19, 2700.00000, 236.498, -30.288, 239.398, -150.009, 236.001, 90.1599, 1.73253, 137.292, 3.54076E-012, -47.6026, 1.4559E-011, -91.7899
19, 3000.00000, 236.227, -30.0518, 238.934, -150.206, 238.635, 90.15, 1.78559, 137.888, 7.52141E-012, -114.919, 1.4559E-011, 88.2101
19, 3300.00000, 235.297, -30.0404, 239.204, -150.307, 239.057, 90.2339, 0.950549, 137.588, 1.24002E-011, -177.898, 1.46157E-011, -95.3558
20, 0.00000, 236.038, -29.9821, 238.635, -150.264, 239.282, 90.1407, 0.946973, 137.637, 9.44381E-012, 166.068, 4.54747E-013, 0
20, 300.00000, 234.688, -30.0772, 239.27, -150.282, 238.298, 90.2558, 17.6512, 138.39, 5.36231E-012, 2.43019, 4.54747E-013, 0
20, 600.00000, 235.38, -30.1218, 239.485, -150.223, 238.049, 90.2365, 9.28207, 138.311, 5.21134E-012, -63.4349, 0, 0
20, 900.00000, 236.597, -30.1822, 239.585, -150.109, 237.56, 90.1748, 0.980625, 137.897, 2.00392E-011, 172.174, 7.29015E-012, 86.4237
20, 1200.00000, 235.257, -29.8906, 238.708, -150.409, 240.498, 90.2013, 1.79314, 138.446, 6.31813E-012, 6.19788, 4.54747E-013, 0
20, 1500.00000, 235.906, -29.877, 238.497, -150.355, 240.466, 90.1419, 1.84114, 138.47, 5.72858E-013, -97.125, 9.09495E-013, 0
20, 1800.00000, 234.865, -29.8916, 238.686, -150.44, 240.484, 90.2241, 1.7991, 138.464, 2.99202E-012, 166.822, 7.27596E-012, -90
20, 2100.00000, 236.231, -29.9569, 238.668, -150.279, 239.636, 90.1315, 1.79702, 138.454, 8.52651E-014, 180, 7.29015E-012, 93.5763
20, 2400.00000, 235.232, -29.8809, 238.331, -150.396, 240.282, 90.1668, 2.0469, 138.59, 3.98109E-012, -91.841, 7.27596E-012, -90
20, 2700.00000, 236.496, -29.9076, 237.936, -150.265, 239.7, 90.0549, 1.95817, 138.609, 5.25565E-012, 45.5477, 0, 0
20, 3000.00000, 235.708, -29.9427, 238.531, -150.329, 239.822, 90.1485, 1.87883, 138.579, 6.26866E-012, -151.866, 4.54747E-013, 180
20, 3300.00000, 234.609, -29.9649, 238.664, -150.408, 239.726, 90.2281, 1.73106, 138.557, 4.3448E-012, -144.854, 4.54747E-013, 0
21, 0.00000, 233.595, -29.9021, 238.046, -150.512, 239.99, 90.25, 1.2195, 138.62, 8.79239E-012, -104.126, 0, 0
21, 300.00000, 234.517, -29.7697, 236.179, -150.455, 240.118, 90.0444, 1.1313, 138.752, 5.00434E-012, -65.3271, 7.33258E-012, 82.875
21, 600.00000, 229.93, -29.8572, 237.955, -150.8, 240.297, 90.4665, 7.20692, 138.665, 8.33377E-012, -7.05231, 0, 0
21, 900.00000, 232.281, -29.8238, 237.111, -150.622, 240.099, 90.2583, 1.54635, 138.698, 1.17238E-011, 171.074, 0, 0
21, 1200.00000, 230.84, -29.7089, 236.62, -150.812, 241.188, 90.3175, 1.0432, 138.813, 3.25798E-012, -132.879, 7.29015E-012, -93.5763
21, 1500.00000, 232.405, -29.831, 237.231, -150.623, 240.206, 90.2651, 1.0362, 138.691, 4.36484E-012, -169.495, 7.27596E-012, 90
21, 1800.00000, 233.093, -29.854, 236.752, -150.524, 239.518, 90.1826, 1.03323, 138.667, 7.64477E-012, 3.41024, 7.27596E-012, 90
21, 2100.00000, 235.164, -29.9139, 236.543, -150.301, 238.514, 90.0298, 1.07612, 138.608, 1.9003E-011, -178.972, 4.54747E-013, 0
21, 2400.00000, 236.408, -29.8797, 235.826, -150.185, 238.34, 89.8867, 1.09385, 138.641, 1.08009E-011, -115.149, 4.54747E-013, 180
21, 2700.00000, 236.327, -29.81, 235.018, -150.203, 238.514, 89.8281, 1.1442, 138.711, 7.93006E-012, -56.253, 1.36424E-012, 180
21, 3000.00000, 235.99, -29.9094, 235.348, -150.171, 237.54, 89.8723, 1.1458, 138.612, 2.95804E-012, 2.2026, 9.09495E-013, 0
21, 3300.00000, 235.559, -29.8058, 235.788, -150.313, 239.225, 89.9433, 1.14789, 138.717, 5.51711E-012, -154.359, 7.27596E-012, -90
22, 0.00000, 236.562, -29.737, 235.175, -150.259, 239.574, 89.8314, 2.42505, 138.785, 2.27391E-012, -108.208, 4.54747E-013, 180
22, 300.00000, 236.545, -29.7062, 235.016, -150.28, 239.861, 89.8219, 3.35183, 138.815, 7.45821E-012, -82.225, 7.29015E-012, -93.5763
22, 600.00000, 238.079, -29.636, 234.245, -150.162, 240.028, 89.6583, 3.10339, 138.885, 2.58059E-012, -7.59464, 7.29015E-012, -86.4237
22, 900.00000, 237.529, -29.7489, 235.548, -150.186, 239.723, 89.7964, 3.18311, 138.773, 7.01642E-012, -40.3999, 1.36424E-012, 180
22, 1200.00000, 237.576, -29.7248, 234.547, -150.155, 239.22, 89.7119, 3.33728, 138.797, 6.08092E-012, -159.193, 7.33258E-012, 82.875
22, 1500.00000, 237.035, -29.8954, 236.111, -150.143, 238.41, 89.8699, 1.70042, 138.626, 8.99582E-012, -86.7398, 9.09495E-013, 0
22, 1800.00000, 236.899, -30.0603, 237.671, -150.095, 237.592, 89.9985, 1.97277, 138.461, 5.26907E-012, 176.289, 9.09495E-013, 0
22, 2100.00000, 235.818, -30.0178, 237.912, -150.231, 238.36, 90.0916, 1.86498, 138.504, 1.32834E-011, -15.8949, 7.27596E-012, -90
22, 2400.00000, 235.644, -29.9012, 237.303, -150.311, 239.362, 90.0571, 2.27164, 138.621, 6.85336E-012, -21.4043, 7.29015E-012, -93.5763
22, 2700.00000, 234.498, -29.8729, 237.941, -150.455, 240.219, 90.1843, 2.48467, 138.649, 1.38601E-011, -148.885, 4.54747E-013, 0
22, 3000.00000, 234.551, -29.8587, 237.898, -150.458, 240.361, 90.1774, 2.22311, 138.663, 1.50966E-011, 165.611, 7.40275E-012, -79.3803
22, 3300.00000, 236.704, -29.8796, 237.709, -150.253, 239.853, 90.0223, 2.38481, 138.642, 5.24571E-012, -172.528, 7.29015E-012, -86.4237
23, 0.00000, 237.439, -29.9037, 237.501, -150.166, 239.374, 89.9575, 1.82743, 138.618, 7.0534E-012, -49.2485, 4.54747E-013, 0
23, 300.00000, 236.762, -29.8655, 237.583, -150.26, 239.918, 90.0138, 1.86171, 138.656, 1.00025E-011, -121.522, 7.27596E-012, 90
23, 600.00000, 237.133, -29.8841, 237.615, -150.211, 239.673, 89.9904, 2.84532, 138.638, 8.52529E-012, -162.139, 9.09495E-013, 0
23, 900.00000, 237.114, -29.9103, 238.074, -150.212, 239.702, 90.0274, 3.14151, 138.611, 5.52764E-012, 144.839, 7.29015E-012, -86.4237
23, 1200.00000, 236.138, -30.0028, 238.086, -150.218, 238.644, 90.0944, 3.36161, 138.519, 4.29845E-012, -151.571, 7.27596E-012, 90
23, 1500.00000, 238.616, -29.8968, 235.755, -149.995, 238.036, 89.7503, 3.17307, 138.625, 1.42967E-011, 155.575, 7.29015E-012, -86.4237
23, 1800.00000, 237.73, -30.0342, 238.018, -150.059, 238.169, 89.9821, 2.65607, 138.487, 3.09262E-012, -126.027, 9.09495E-013, 0
23, 2100.00000, 238.8, -29.9141, 237.565, -150.051, 239.237, 89.8793, 0.141022, 138.608, 1.14819E-011, -174.318, 7.27596E-012, -90
23, 2400.00000, 239.446, -30.2255, 238.438, -149.792, 236.067, 89.908, 0.140631, 138.296, 2.18131E-012, -31.4119, 7.27596E-012, -90
23, 2700.00000, 239.576, -29.9456, 237.522, -149.962, 238.78, 89.8237, 0.140558, 138.576, 2.22458E-012, 41.6335, 1.45519E-011, 90
23, 3000.00000, 239.687, -30.0523, 238.083, -149.892, 237.877, 89.8568, 0.14049, 138.469, 2.22131E-012, 168.187, 0, 0
23, 3300.00000, 239.911, -29.9908, 237.43, -149.883, 238.055, 89.7903, 0.814091, 138.53, 1.07513E-011, -20.4231, 7.29015E-012, -93.5763
24, 0.00000, 239.774, -29.9763, 237.571, -149.921, 238.384, 89.8128, 0.983073, 138.545, 1.02566E-011, 171.073, 1.4559E-011, 88.2101
